4GRYKB2,FC430,idrac,MOC-R4PAC22U33-S1B-OBM,Server-1b,R4-PA-C22,33,10.2.12.172,A8:99:69:AE:D7:90,,
H9K21Q2,FC430,idrac,MOC-R4PAC22U33-S1C-OBM,Server-1c,R4-PA-C22,33,10.2.12.173,A8:99:69:AE:DD:49,,
H9L01Q2,FC430,idrac,MOC-R4PAC22U33-S1D-OBM,Server-1d,R4-PA-C22,33,10.2.12.174,A8:99:69:AE:DD:4A,,
4WV81Q2,FC430,idrac,MOC-R4PAC22U33-S3A-OBM,Server-3a,R4-PA-C22,33,10.2.12.175,A8:99:69:AE:D6:DA,,
1HR15R2,FC430,idrac,MOC-R4PAC22U33-S3B-OBM,Server-3b,R4-PA-C22,33,10.2.12.176,A8:99:69:AE:D8:FE,,
9GHG482,FC430,idrac,MOC-R4PAC22U33-S3C-OBM,Server-3c,R4-PA-C22,33,10.2.12.177,A8:99:69:AE:DE:B7,,
9DRD482,FC430,idrac,MOC-R4PAC22U33-S3D-OBM,Server-3d,R4-PA-C22,33,10.2.12.178,A8:99:69:AE:DE:B8,,
DBHFXK2,FX2,cmc,MOC-R4PAC22U31-CMC,,R4-PA-C22,31,10.2.12.160,50:9A:4C:AA:01:7A,,
D8HDXK2,FC430,idrac,MOC-R4PAC22U31-S1A-OBM,Server-1a,R4-PA-C22,31,10.2.12.161,E0:D8:48:E5:AE:40,,
D8HFXK2,FC430,idrac,MOC-R4PAC22U31-S1B-OBM,Server-1b,R4-PA-C22,31,10.2.12.162,E0:D8:48:E5:AF:10,,
D8HGXK2,FC430,idrac,MOC-R4PAC22U31-S1C-OBM,Server-1c,R4-PA-C22,31,10.2.12.163,E0:D8:48:E5:B4:C9,,
D8HHXK2,FC430,idrac,MOC-R4PAC22U31-S1D-OBM,Server-1d,R4-PA-C22,31,10.2.12.164,E0:D8:48:E5:B4:CA,,
D8J9XK2,FC430,idrac,MOC-R4PAC22U31-S3A-OBM,Server-3a,R4-PA-C22,31,10.2.12.165,E0:D8:48:E5:AE:5A,,
D8JBXK2,FC430,idrac,MOC-R4PAC22U31-S3B-OBM,Server-3b,R4-PA-C22,31,10.2.12.166,E0:D8:48:E5:B0:7E,,
D8JCXK2,FC430,idrac,MOC-R4PAC22U31-S3C-OBM,Server-3c,R4-PA-C22,31,10.2.12.167,E0:D8:48:E5:B6:37,,
D8JDXK2,FC430,idrac,MOC-R4PAC22U31-S3D-OBM,Server-3d,R4-PA-C22,31,10.2.12.168,E0:D8:48:E5:B6:38,,
FMG4XQ2,FX2,cmc,MOC-R4PAC22U29-CMC,,R4-PA-C22,29,10.2.12.150,54:48:10:F1:D7:BA,,
FMG1XQ2,FC830,idrac,MOC-R4PAC22U29-S1-OBM,Server-1,R4-PA-C22,29,10.2.12.151,A8:99:69:06:2F:80,0c:42:a1:95:c2:04,0c:42:a1:95:c2:05
FMF7XQ2,FC830,idrac,MOC-R4PAC22U29-S3-OBM,Server-3,R4-PA-C22,29,10.2.12.152,A8:99:69:06:2F:9A,0c:42:a1:7b:e4:94,0c:42:a1:7b:e4:95
B6FQRZ2,FX2,cmc,MOC-R4PAC22U27-CMC,,R4-PA-C22,27,10.2.12.140,54:48:10:FE:6D:6C,,
B6PHBZ2,FC830,idrac,MOC-R4PAC22U27-S1-OBM,Server-1,R4-PA-C22,27,10.2.12.141,D8:D0:90:B9:53:70,b8:59:9f:3b:4c:f6,b8:59:9f:3b:4c:f7
B6PNRZ2,FC830,idrac,MOC-R4PAC22U27-S3-OBM,Server-3,R4-PA-C22,27,10.2.12.142,D8:D0:90:B9:53:8A,b8:59:9f:3b:53:ea,b8:59:9f:3b:53:eb
5C87DS2,FX2,cmc,MOC-R4PAC22U25-CMC,,R4-PA-C22,25,10.2.12.130,54:48:10:F5:93:90,,
5BP5DS2,FC830,idrac,MOC-R4PAC22U25-S1-OBM,Server-1,R4-PA-C22,25,10.2.12.131,DC:F4:01:1D:F3:B0,0c:42:a1:95:c2:38,0c:42:a1:95:c2:39
JP2XHH2,FC830,idrac,MOC-R4PAC22U25-S3-OBM,Server-3,R4-PA-C22,25,10.2.12.132,DC:F4:01:1D:F3:CA,0c:42:a1:95:be:40,0c:42:a1:95:be:41
CMP81Q2,FX2,cmc,MOC-R4PAC22U23-CMC,,R4-PA-C22,23,10.2.12.120,54:48:10:F1:D9:82,,
CNB91Q2,FC830,idrac,MOC-R4PAC22U23-S1-OBM,Server-1,R4-PA-C22,23,10.2.12.121,A8:99:69:89:1B:80,b8:59:9f:1a:ca:de,b8:59:9f:1a:ca:df
CNB81Q2,FC830,idrac,MOC-R4PAC22U23-S3-OBM,Server-3,R4-PA-C22,23,10.2.12.122,A8:99:69:89:1B:9A,b8:59:9f:1a:ca:fe,b8:59:9f:1a:ca:ff
393HHK2,FX2,cmc,MOC-R4PAC22U21-CMC,,R4-PA-C22,21,10.2.12.110,F4:8E:38:C7:58:C4,,
392HHK2,FC830,idrac,MOC-R4PAC22U21-S1-OBM,Server-1,R4-PA-C22,21,10.2.12.111,E0:D8:48:1D:EB:80,b8:59:9f:3b:55:8e,b8:59:9f:3b:55:8f
392JHK2,FC830,idrac,MOC-R4PAC22U21-S3-OBM,Server-3,R4-PA-C22,21,10.2.12.112,E0:D8:48:1D:EB:9A,0c:42:a1:51:3d:98,0c:42:a1:51:3d:99
GV1L9Z2,FX2,cmc,MOC-R4PAC22U19-CMC,,R4-PA-C22,19,10.2.12.100,54:48:10:FE:6F:80,,
3456PY2,FC830,idrac,MOC-R4PAC22U19-S1-OBM,Server-1,R4-PA-C22,19,10.2.12.101,D8:D0:90:6C:EE:C0,b8:59:9f:3b:54:0a,b8:59:9f:3b:54:0b
3455PY2,FC830,idrac,MOC-R4PAC22U19-S3-OBM,Server-3,R4-PA-C22,19,10.2.12.102,D8:D0:90:6C:EE:DA,b8:ce:f6:04:79:44,b8:ce:f6:04:79:45
5FXJ4Z2,FX2,cmc,MOC-R4PAC22U17-CMC,,R4-PA-C22,17,10.2.12.90,54:48:10:FE:6F:44,,
5DTS4Z2,FC830,idrac,MOC-R4PAC22U17-S1-OBM,Server-1,R4-PA-C22,17,10.2.12.91,F4:02:70:5A:BC:D0,b8:59:9f:12:b9:c0,b8:59:9f:12:b9:c1
737GHH2,FC830,idrac,MOC-R4PAC22U17-S3-OBM,Server-3,R4-PA-C22,17,10.2.12.92,F4:02:70:5A:BC:EA,b8:59:9f:1a:d9:c6,b8:59:9f:1a:d9:c7
GW08B03,FX2,cmc,MOC-R4PAC22U15-CMC,,R4-PA-C22,15,10.2.12.80,54:48:10:FE:93:9E,,
GVY2B03,FC830,idrac,MOC-R4PAC22U15-S1-OBM,Server-1,R4-PA-C22,15,10.2.12.81,D8:D0:90:D8:24:70,b8:59:9f:1a:ca:2e,b8:59:9f:1a:ca:2f
GVY3B03,FC830,idrac,MOC-R4PAC22U15-S3-OBM,Server-3,R4-PA-C22,15,10.2.12.82,D8:D0:90:D8:24:8A,98:03:9b:2b:a4:5c,98:03:9b:2b:a4:5d
GW0FB03,FX2,cmc,MOC-R4PAC22U13-CMC,,R4-PA-C22,13,10.2.12.70,54:48:10:FE:94:38,,
GVYDB03,FC830,idrac,MOC-R4PAC22U13-S1-OBM,Server-1,R4-PA-C22,13,10.2.12.71,00:4E:01:20:23:10,b8:59:9f:3b:43:f2,b8:59:9f:3b:43:f3
GVYFB03,FC830,idrac,MOC-R4PAC22U13-S3-OBM,Server-3,R4-PA-C22,13,10.2.12.72,00:4E:01:20:23:2A,b8:59:9f:3b:53:ca,b8:59:9f:3b:53:cb
B6DSRZ2,FX2,cmc,MOC-R4PAC22U11-CMC,,R4-PA-C22,11,10.2.12.60,54:48:10:FE:6D:54,,
B6MQRZ2,FC830,idrac,MOC-R4PAC22U11-S1-OBM,Server-1,R4-PA-C22,11,10.2.12.61,D8:D0:90:BB:62:30,b8:59:9f:12:b9:68,b8:59:9f:12:b9:69
B6MRRZ2,FC830,idrac,MOC-R4PAC22U11-S3-OBM,Server-3,R4-PA-C22,11,10.2.12.62,D8:D0:90:BB:62:4A,b8:59:9f:3b:43:f6,b8:59:9f:3b:43:f7
7V5NCS2,FX2,cmc,MOC-R4PAC22U09-CMC,,R4-PA-C22,9,10.2.12.50,F4:8E:38:C6:FD:82,,
7V4MCS2,FC830,idrac,MOC-R4PAC22U09-S1-OBM,Server-1,R4-PA-C22,9,10.2.12.51,CC:C5:E5:9E:8B:E0,98:03:9b:ad:65:ec,98:03:9b:ad:65:ed
7V4NCS2,FC830,idrac,MOC-R4PAC22U09-S3-OBM,Server-3,R4-PA-C22,9,10.2.12.52,CC:C5:E5:9E:8B:FA,b8:59:9f:3b:54:06,b8:59:9f:3b:54:07
7NR6BZ2,FX2,cmc,MOC-R4PAC22U07-CMC,,R4-PA-C22,7,10.2.12.40,54:48:10:FE:6F:DA,,
4JT8RP2,FC830,idrac,MOC-R4PAC22U07-S1-OBM,Server-1,R4-PA-C22,7,10.2.12.41,D8:D0:90:B4:D3:F0,24:8a:07:1e:2c:02,24:8a:07:1e:2c:03
4JT9RP2,FC830,idrac,MOC-R4PAC22U07-S3-OBM,Server-3,R4-PA-C22,7,10.2.12.42,D8:D0:90:B4:D4:0A,b8:59:9f:1a:ca:ca,b8:59:9f:1a:ca:cb
DBJVRZ2,FX2,cmc,MOC-R4PAC22U05-CMC,,R4-PA-C22,5,10.2.12.30,54:48:10:FE:6F:CA,,
DBFRRZ2,FC830,idrac,MOC-R4PAC22U05-S1-OBM,Server-1,R4-PA-C22,5,10.2.12.31,D8:D0:90:B8:B4:30,b8:59:9f:3b:42:12,b8:59:9f:3b:42:13
DBFSRZ2,FC830,idrac,MOC-R4PAC22U05-S3-OBM,Server-3,R4-PA-C22,5,10.2.12.32,D8:D0:90:B8:B4:4A,b8:59:9f:3b:44:0e,b8:59:9f:3b:44:0f
GW07B03,FX2,cmc,MOC-R4PAC22U03-CMC,,R4-PA-C22,3,10.2.12.20,54:48:10:FE:93:CE,,
GVXFB03,FC830,idrac,MOC-R4PAC22U03-S1-OBM,Server-1,R4-PA-C22,3,10.2.12.21,D8:D0:90:D8:9E:F0,b8:59:9f:1a:ca:1e,b8:59:9f:1a:ca:1f
GVXGB03,FC830,idrac,MOC-R4PAC22U03-S3-OBM,Server-3,R4-PA-C22,3,10.2.12.22,D8:D0:90:D8:9F:0A,b8:59:9f:12:b9:6c,b8:59:9f:12:b9:6d
