HBQ41Q2,FX2,cmc,MOC-R4PAC24U37-CMC,,R4-PA-C24,37,10.2.11.190,54:48:10:F1:DD:9E,,
HBH21Q2,FC430,idrac,MOC-R4PAC24U37-S1A-OBM,Server-1a,R4-PA-C24,37,10.2.11.191,A8:99:69:6F:75:80,,
HBH01Q2,FC430,idrac,MOC-R4PAC24U37-S1B-OBM,Server-1b,R4-PA-C24,37,10.2.11.192,A8:99:69:6F:76:50,,
HBJ01Q2,FC430,idrac,MOC-R4PAC24U37-S1C-OBM,Server-1c,R4-PA-C24,37,10.2.11.193,A8:99:69:6F:7C:09,,
HBH41Q2,FC430,idrac,MOC-R4PAC24U37-S1D-OBM,Server-1d,R4-PA-C24,37,10.2.11.194,A8:99:69:6F:7C:0A,,
HBJ21Q2,FC430,idrac,MOC-R4PAC24U37-S3A-OBM,Server-3a,R4-PA-C24,37,10.2.11.195,A8:99:69:6F:75:9A,,
HBJ31Q2,FC430,idrac,MOC-R4PAC24U37-S3B-OBM,Server-3b,R4-PA-C24,37,10.2.11.196,A8:99:69:6F:77:BE,,
HBJ11Q2,FC430,idrac,MOC-R4PAC24U37-S3C-OBM,Server-3c,R4-PA-C24,37,10.2.11.197,A8:99:69:6F:7D:77,,
HBH51Q2,FC430,idrac,MOC-R4PAC24U37-S3D-OBM,Server-3d,R4-PA-C24,37,10.2.11.198,A8:99:69:6F:7D:78,,
JVD9HH2,FX2,cmc,MOC-R4PAC24U35-CMC,,R4-PA-C24,35,10.2.11.180,F4:8E:38:C7:4A:BC,,
JVC4KH2,FC430,idrac,MOC-R4PAC24U35-S1A-OBM,Server-1a,R4-PA-C24,35,10.2.11.181,10:7D:1A:9C:6D:80,,
JVC3JH2,FC430,idrac,MOC-R4PAC24U35-S1B-OBM,Server-1b,R4-PA-C24,35,10.2.11.182,10:7D:1A:9C:6E:50,,
JVC5HH2,FC430,idrac,MOC-R4PAC24U35-S1C-OBM,Server-1c,R4-PA-C24,35,10.2.11.183,10:7D:1A:9C:74:09,,
JGDVJH2,FC430,idrac,MOC-R4PAC24U35-S1D-OBM,Server-1d,R4-PA-C24,35,10.2.11.184,10:7D:1A:9C:74:0A,,
JVC4JH2,FC430,idrac,MOC-R4PAC24U35-S3A-OBM,Server-3a,R4-PA-C24,35,10.2.11.185,10:7D:1A:9C:6D:9A,,
JVC4HH2,FC430,idrac,MOC-R4PAC24U35-S3B-OBM,Server-3b,R4-PA-C24,35,10.2.11.186,10:7D:1A:9C:6F:BE,,
JVC5KH2,FC430,idrac,MOC-R4PAC24U35-S3C-OBM,Server-3c,R4-PA-C24,35,10.2.11.187,10:7D:1A:9C:75:77,,
JVC5JH2,FC430,idrac,MOC-R4PAC24U35-S3D-OBM,Server-3d,R4-PA-C24,35,10.2.11.188,10:7D:1A:9C:75:78,,
DM8K182,FX2,cmc,MOC-R4PAC24U33-CMC,,R4-PA-C24,33,10.2.11.170,20:47:47:7F:B1:A6,,
DS0GZV2,FC430,idrac,MOC-R4PAC24U33-S1A-OBM,Server-1a,R4-PA-C24,33,10.2.11.171,1C:40:24:80:12:A0,,
DS0DZV2,FC430,idrac,MOC-R4PAC24U33-S1B-OBM,Server-1b,R4-PA-C24,33,10.2.11.172,1C:40:24:80:13:70,,
